Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Feedback_ID_Original
FB-9048,TRX-12689,3.0,1.0,Excelente,,1,34,-26.4,FB-9048
FB-9049,TRX-13236,2.0,1.0,Dañado,Sí,1,83,43.8,FB-9049
FB-9050,TRX-14012,3.0,4.0,,,1,45,20.5,FB-9050
FB-9051,TRX-16947,4.0,3.0,Excelente,Maybe,0,31,-49.9,FB-9051
FB-9052,TRX-12890,5.0,3.0,,,0,30,-79.6,FB-9052
FB-9053,TRX-19926,3.0,5.0,Dañado,,0,31,-27.6,FB-9053
FB-9054,TRX-14079,3.0,1.0,,Sí,0,35,79.3,FB-9054
FB-9055,TRX-14966,1.0,1.0,Dañado,Sí,1,26,-30.6,FB-9055
FB-9056,TRX-14675,5.0,3.0,Excelente,,0,61,-76.0,FB-9056
FB-9057,TRX-19444,3.0,1.0,No volvería,Maybe,1,44,78.2,FB-9057
FB-9058,TRX-17344,5.0,1.0,Excelente,Sí,1,58,-35.2,FB-9058
FB-9059,TRX-13299,5.0,1.0,No volvería,Maybe,0,73,54.4,FB-9059
FB-9060,TRX-14454,1.0,2.0,,Sí,1,61,-45.4,FB-9060
FB-9061,TRX-17883,2.0,2.0,No volvería,No,0,27,73.8,FB-9061
FB-9062,TRX-11310,2.0,2.0,Excelente,No,0,49,-83.6,FB-9062
FB-9063,TRX-15891,3.0,5.0,,No,0,43,-49.4,FB-9063
FB-9064,TRX-16524,1.0,1.0,Lento,No,1,58,45.5,FB-9064
FB-9065,TRX-16188,3.0,2.0,Excelente,No,0,63,-21.1,FB-9065
FB-9066,TRX-12748,3.0,2.0,Lento,No,0,31,10.1,FB-9066
FB-9067,TRX-17712,2.0,4.0,,Maybe,0,62,-44.6,FB-9067
FB-9068,TRX-17231,1.0,5.0,,Maybe,0,43,-27.7,FB-9068
FB-9069,TRX-16925,5.0,2.0,,Sí,0,24,21.3,FB-9069
FB-9070,TRX-18278,2.0,2.0,,,1,54,58.5,FB-9070
FB-9071,TRX-19984,3.0,2.0,,,0,67,78.4,FB-9071
FB-9072,TRX-17101,3.0,4.0,,,0,83,-28.2,FB-9072
FB-9073,TRX-12553,4.0,4.0,Dañado,,1,46,26.1,FB-9073
FB-9074,TRX-17897,1.0,5.0,Lento,No,1,72,-0.4,FB-9074
FB-9075,TRX-10324,5.0,1.0,,,1,26,31.3,FB-9075
FB-9076,TRX-16249,5.0,1.0,Precio justo,No,1,48,24.4,FB-9076
FB-9077,TRX-17002,3.0,5.0,Dañado,,0,35,24.0,FB-9077
FB-9078,TRX-11363,4.0,1.0,,Sí,1,69,-12.7,FB-9078
FB-9079,TRX-14918,4.0,3.0,Dañado,Maybe,1,47,-41.3,FB-9079
FB-9080,TRX-19751,1.0,1.0,Lento,No,1,28,-15.8,FB-9080
FB-9081,TRX-18801,3.0,4.0,Lento,Maybe,0,42,67.4,FB-9081
FB-9082,TRX-12503,3.0,4.0,Precio justo,,1,43,-31.4,FB-9082
FB-9083,TRX-19057,3.0,2.0,Dañado,Maybe,1,27,72.3,FB-9083
FB-9084,TRX-12878,1.0,4.0,Lento,,1,49,-66.7,FB-9084
FB-9085,TRX-14215,5.0,3.0,Excelente,Maybe,1,71,10.7,FB-9085
FB-9086,TRX-16233,2.0,3.0,No volvería,Maybe,1,42,-78.2,FB-9086
FB-9087,TRX-17596,4.0,3.0,,,1,46,-11.5,FB-9087
FB-9088,TRX-15011,5.0,2.0,No volvería,,1,52,94.1,FB-9088
FB-9089,TRX-17431,2.0,1.0,Lento,No,0,69,25.3,FB-9089
FB-9090,TRX-14640,5.0,2.0,,Maybe,1,29,-96.4,FB-9090
FB-9091,TRX-16146,5.0,4.0,Precio justo,No,0,65,64.5,FB-9091
FB-9092,TRX-19210,5.0,3.0,Lento,,0,24,0.1,FB-9092
FB-9093,TRX-19929,5.0,2.0,Precio justo,,1,70,34.3,FB-9093
FB-9094,TRX-17878,3.0,2.0,Dañado,Sí,1,62,28.4,FB-9094
FB-9095,TRX-11178,5.0,3.0,Excelente,Sí,0,50,-62.3,FB-9095
FB-9096,TRX-15459,2.0,5.0,Dañado,Sí,1,74,-18.9,FB-9096
FB-9097,TRX-12238,2.0,3.0,,,1,35,-57.0,FB-9097
FB-9098,TRX-17688,4.0,5.0,Excelente,Maybe,1,33,-64.3,FB-9098
FB-9099,TRX-13206,1.0,3.0,Precio justo,,1,65,11.4,FB-9099
FB-9100,TRX-12535,2.0,1.0,Lento,,1,58,-59.3,FB-9100
FB-9101,TRX-13106,2.0,5.0,Lento,Sí,0,80,-59.7,FB-9101
FB-9102,TRX-10068,2.0,5.0,Lento,Maybe,1,46,25.3,FB-9102
FB-9103,TRX-10210,2.0,2.0,Lento,No,1,34,-19.6,FB-9103
FB-9104,TRX-18203,1.0,5.0,Dañado,Sí,1,43,-59.5,FB-9104
FB-9105,TRX-16131,1.0,4.0,Dañado,,0,48,-23.3,FB-9105
FB-9106,TRX-18051,5.0,2.0,Precio justo,,1,57,15.9,FB-9106
FB-9107,TRX-16628,2.0,2.0,Excelente,Maybe,0,66,19.8,FB-9107
FB-9108,TRX-16812,2.0,1.0,Excelente,No,0,25,79.6,FB-9108
FB-9109,TRX-16465,4.0,2.0,,Maybe,1,66,86.0,FB-9109
FB-9110,TRX-16113,4.0,2.0,Excelente,Maybe,0,81,-59.4,FB-9110
FB-9111,TRX-16292,4.0,4.0,Lento,No,1,62,-1.9,FB-9111
FB-9112,TRX-18020,4.0,2.0,Dañado,No,0,57,-10.9,FB-9112
FB-9113,TRX-15043,5.0,5.0,No volvería,Sí,1,19,53.5,FB-9113
FB-9114,TRX-19638,3.0,1.0,No volvería,Maybe,1,70,-61.5,FB-9114
FB-9115,TRX-11167,4.0,4.0,Lento,Sí,1,72,-54.8,FB-9115
FB-9116,TRX-16697,4.0,3.0,,Maybe,0,41,-68.4,FB-9116
FB-9117,TRX-10636,1.0,3.0,No volvería,Maybe,1,45,46.5,FB-9117
FB-9118,TRX-12039,2.0,3.0,Excelente,Sí,1,23,-54.5,FB-9118
FB-9119,TRX-16304,5.0,4.0,Excelente,Sí,0,57,-16.1,FB-9119
FB-9120,TRX-19266,2.0,3.0,Precio justo,Maybe,0,84,-48.1,FB-9120
FB-9121,TRX-12660,3.0,5.0,Lento,,1,83,96.5,FB-9121
FB-9122,TRX-13182,5.0,3.0,Precio justo,No,1,27,29.6,FB-9122
FB-9123,TRX-17148,3.0,3.0,Excelente,Maybe,1,20,-42.9,FB-9123
FB-9124,TRX-14182,2.0,1.0,Dañado,Sí,0,28,-76.8,FB-9124
FB-9125,TRX-15711,1.0,3.0,Lento,,1,42,-12.3,FB-9125
FB-9126,TRX-18349,4.0,3.0,,Maybe,1,83,-63.8,FB-9126
FB-9127,TRX-18005,2.0,2.0,,Maybe,1,26,-66.6,FB-9127
FB-9128,TRX-16032,5.0,5.0,Precio justo,,0,78,-41.0,FB-9128
FB-9129,TRX-10945,4.0,4.0,Precio justo,No,1,76,93.3,FB-9129
FB-9130,TRX-16313,5.0,1.0,Excelente,No,1,18,-20.0,FB-9130
FB-9131,TRX-16947,3.0,4.0,Precio justo,No,0,40,-57.9,FB-9131
FB-9132,TRX-14043,5.0,3.0,,Sí,0,18,-34.3,FB-9132
FB-9133,TRX-13970,1.0,2.0,Excelente,No,0,28,-4.5,FB-9133
FB-9134,TRX-17827,3.0,3.0,Dañado,,0,46,-85.6,FB-9134
FB-9135,TRX-10565,2.0,3.0,Precio justo,,0,24,-39.0,FB-9135
FB-9136,TRX-15921,4.0,1.0,Excelente,Maybe,1,55,-71.4,FB-9136
FB-9137,TRX-10462,4.0,1.0,Excelente,No,1,21,-81.9,FB-9137
FB-9138,TRX-12422,1.0,4.0,Dañado,Sí,0,27,81.8,FB-9138
FB-9139,TRX-14281,5.0,3.0,Precio justo,,0,71,-43.2,FB-9139
FB-9140,TRX-19919,2.0,4.0,,Sí,0,47,-58.2,FB-9140
FB-9141,TRX-17462,5.0,3.0,,,1,27,40.1,FB-9141
FB-9142,TRX-12414,5.0,1.0,,,1,71,-88.5,FB-9142
FB-9143,TRX-14166,1.0,2.0,Dañado,,0,58,94.6,FB-9143
FB-9144,TRX-14053,3.0,4.0,Dañado,Sí,1,24,97.0,FB-9144
FB-9145,TRX-19865,3.0,4.0,Dañado,,1,73,53.0,FB-9145
FB-9146,TRX-19475,1.0,5.0,,,0,37,97.4,FB-9146
FB-9147,TRX-12644,1.0,5.0,Precio justo,,0,23,-48.8,FB-9147
FB-9148,TRX-10202,1.0,2.0,No volvería,Sí,1,33,-49.1,FB-9148
FB-9149,TRX-11912,5.0,5.0,,,1,33,73.8,FB-9149
FB-9150,TRX-11512,5.0,2.0,Excelente,,1,40,21.5,FB-9150
FB-9151,TRX-16297,2.0,3.0,Excelente,No,0,20,44.6,FB-9151
FB-9152,TRX-16515,1.0,5.0,Dañado,,0,45,-97.2,FB-9152
FB-9153,TRX-19603,5.0,5.0,Dañado,Maybe,0,36,-7.2,FB-9153
FB-9154,TRX-11316,3.0,4.0,No volvería,Maybe,1,75,-44.3,FB-9154
FB-9155,TRX-18495,1.0,2.0,Lento,,0,78,-69.2,FB-9155
FB-9156,TRX-13093,3.0,4.0,,,0,57,3.8,FB-9156
FB-9157,TRX-16929,4.0,5.0,Excelente,Maybe,0,20,-44.6,FB-9157
FB-9158,TRX-12716,2.0,3.0,,Maybe,1,50,8.7,FB-9158
FB-9159,TRX-16993,4.0,1.0,Lento,Sí,0,25,-84.4,FB-9159
FB-9160,TRX-14143,2.0,2.0,Dañado,Maybe,0,56,59.5,FB-9160
FB-9161,TRX-14951,1.0,2.0,Excelente,Sí,0,59,89.9,FB-9161
FB-9162,TRX-18202,2.0,3.0,Excelente,Maybe,1,45,25.9,FB-9162
FB-9163,TRX-18735,5.0,3.0,Dañado,,1,46,-71.4,FB-9163
FB-9164,TRX-16271,3.0,2.0,Lento,,0,37,49.8,FB-9164
FB-9165,TRX-19602,5.0,2.0,Lento,Maybe,0,69,75.7,FB-9165
FB-9166,TRX-15045,1.0,3.0,Precio justo,Maybe,0,53,-26.7,FB-9166
FB-9167,TRX-16743,4.0,3.0,Precio justo,Maybe,1,38,2.8,FB-9167
FB-9168,TRX-11456,3.0,3.0,No volvería,Maybe,1,54,-87.3,FB-9168
FB-9169,TRX-11790,1.0,5.0,,,1,35,9.5,FB-9169
FB-9170,TRX-19381,5.0,2.0,No volvería,Sí,0,35,-90.5,FB-9170
FB-9171,TRX-15642,5.0,2.0,Lento,No,0,73,-29.6,FB-9171
FB-9172,TRX-12338,2.0,3.0,Dañado,No,1,83,-44.3,FB-9172
FB-9173,TRX-14407,2.0,4.0,Lento,Sí,0,19,-63.4,FB-9173
FB-9174,TRX-13432,4.0,1.0,Excelente,Maybe,1,38,70.6,FB-9174
FB-9175,TRX-16520,2.0,2.0,Precio justo,Sí,0,33,20.7,FB-9175
FB-9176,TRX-15047,2.0,5.0,Precio justo,,1,53,35.6,FB-9176
FB-9177,TRX-10105,2.0,1.0,,Sí,1,51,-1.5,FB-9177
FB-9178,TRX-12759,4.0,4.0,,No,0,37,49.5,FB-9178
FB-9179,TRX-18056,1.0,5.0,,Sí,0,40,-26.0,FB-9179
FB-9180,TRX-10025,3.0,3.0,,Maybe,1,50,-11.7,FB-9180
FB-9181,TRX-11587,1.0,4.0,Lento,Sí,0,24,-83.4,FB-9181
FB-9182,TRX-11144,1.0,3.0,Excelente,No,0,68,-36.1,FB-9182
FB-9183,TRX-16845,1.0,5.0,Lento,Maybe,1,62,-78.9,FB-9183
FB-9184,TRX-18600,5.0,5.0,,,1,65,-3.7,FB-9184
FB-9185,TRX-16829,3.0,3.0,,No,1,81,87.7,FB-9185
FB-9186,TRX-14724,3.0,1.0,,Maybe,1,31,62.2,FB-9186
FB-9187,TRX-17060,5.0,2.0,Lento,Maybe,0,67,-12.6,FB-9187
FB-9188,TRX-12795,5.0,2.0,Lento,,1,26,-39.9,FB-9188
FB-9189,TRX-12890,2.0,5.0,Excelente,No,0,61,-34.1,FB-9189
FB-9190,TRX-16138,5.0,4.0,Precio justo,No,1,38,-5.5,FB-9190
FB-9191,TRX-13053,4.0,3.0,Dañado,Sí,1,81,-51.4,FB-9191
FB-9192,TRX-12200,5.0,4.0,,Sí,0,73,-32.4,FB-9192
FB-9193,TRX-13244,2.0,3.0,No volvería,Maybe,0,28,-1.5,FB-9193
FB-9194,TRX-17970,5.0,4.0,,Maybe,1,74,68.2,FB-9194
FB-9195,TRX-12981,4.0,3.0,Excelente,Maybe,1,55,-80.9,FB-9195
FB-9196,TRX-18234,5.0,5.0,Precio justo,Maybe,1,45,-19.0,FB-9196
FB-9197,TRX-11806,1.0,1.0,Lento,,0,24,-61.9,FB-9197
FB-9198,TRX-17383,3.0,2.0,Dañado,Sí,1,51,27.4,FB-9198
FB-9199,TRX-19291,4.0,4.0,No volvería,,1,19,14.1,FB-9199
FB-9200,TRX-13482,3.0,2.0,,,1,50,15.5,FB-9200
FB-9201,TRX-13041,4.0,4.0,No volvería,Sí,0,61,6.6,FB-9201
FB-9202,TRX-13292,4.0,5.0,Excelente,No,0,83,46.7,FB-9202
FB-9203,TRX-10966,1.0,5.0,Lento,Sí,0,39,-69.2,FB-9203
FB-9204,TRX-12993,1.0,4.0,,,0,75,-62.8,FB-9204
FB-9205,TRX-13143,3.0,4.0,Lento,Maybe,0,18,41.8,FB-9205
FB-9206,TRX-14249,2.0,4.0,Dañado,Sí,1,54,-73.6,FB-9206
FB-9207,TRX-16697,3.0,5.0,No volvería,,0,74,45.4,FB-9207
FB-9208,TRX-17220,4.0,1.0,Excelente,,0,28,-67.1,FB-9208
FB-9209,TRX-11789,4.0,1.0,Lento,Maybe,1,78,98.3,FB-9209
FB-9210,TRX-12721,4.0,4.0,No volvería,No,0,31,-91.0,FB-9210
FB-9211,TRX-11307,3.0,3.0,No volvería,,1,24,55.3,FB-9211
FB-9212,TRX-14802,2.0,1.0,Precio justo,,0,58,-53.6,FB-9212
FB-9213,TRX-11404,2.0,5.0,Dañado,No,0,32,-35.3,FB-9213
FB-9214,TRX-16188,3.0,5.0,Lento,,0,79,82.4,FB-9214
FB-9215,TRX-12042,4.0,5.0,Precio justo,Sí,1,75,-38.7,FB-9215
FB-9216,TRX-14534,3.0,2.0,Dañado,Sí,1,64,-24.6,FB-9216
FB-9217,TRX-11052,3.0,2.0,Precio justo,,0,53,-63.6,FB-9217
FB-9218,TRX-15605,5.0,5.0,Lento,,1,21,-84.6,FB-9218
FB-9219,TRX-10486,5.0,1.0,Excelente,No,0,75,-78.4,FB-9219
FB-9220,TRX-19595,1.0,2.0,Precio justo,Maybe,1,77,18.7,FB-9220
FB-9221,TRX-13846,1.0,3.0,Precio justo,Sí,1,46,-90.6,FB-9221
FB-9222,TRX-17829,3.0,4.0,No volvería,No,0,82,-54.9,FB-9222
FB-9223,TRX-17949,5.0,2.0,,Maybe,1,44,-21.3,FB-9223
FB-9224,TRX-11651,4.0,2.0,Lento,Sí,0,24,-78.3,FB-9224
FB-9225,TRX-10155,1.0,1.0,Precio justo,Sí,0,82,49.7,FB-9225
FB-9226,TRX-11000,4.0,1.0,,,1,58,94.3,FB-9226
FB-9227,TRX-14359,4.0,3.0,Excelente,Maybe,1,59,79.0,FB-9227
FB-9228,TRX-10118,1.0,3.0,Precio justo,,1,52,90.7,FB-9228
FB-9229,TRX-19542,3.0,3.0,Dañado,No,1,51,9.0,FB-9229
FB-9230,TRX-10685,5.0,3.0,Excelente,Maybe,0,26,-70.4,FB-9230
FB-9231,TRX-11586,1.0,2.0,Excelente,Maybe,0,66,33.4,FB-9231
FB-9232,TRX-13458,2.0,3.0,Precio justo,,0,39,-88.1,FB-9232
FB-9233,TRX-18557,2.0,3.0,Precio justo,Sí,0,54,-4.8,FB-9233
FB-9234,TRX-10118,4.0,5.0,No volvería,Sí,1,77,57.9,FB-9234
FB-9235,TRX-16154,2.0,2.0,Lento,,1,29,71.0,FB-9235
FB-9236,TRX-19879,4.0,2.0,No volvería,No,0,53,-40.9,FB-9236
FB-9237,TRX-18520,5.0,2.0,Dañado,,1,59,-55.6,FB-9237
FB-9238,TRX-14355,1.0,4.0,Lento,Maybe,0,19,37.9,FB-9238
FB-9239,TRX-17961,1.0,3.0,No volvería,Sí,0,48,-72.2,FB-9239
FB-9240,TRX-17753,5.0,3.0,No volvería,No,1,37,98.8,FB-9240
FB-9241,TRX-15521,4.0,3.0,Precio justo,Maybe,0,55,-33.6,FB-9241
FB-9242,TRX-19902,3.0,1.0,No volvería,,0,22,49.9,FB-9242
FB-9243,TRX-17036,2.0,1.0,Precio justo,Sí,0,33,45.1,FB-9243
FB-9244,TRX-15514,5.0,1.0,Excelente,No,1,77,-38.0,FB-9244
FB-9245,TRX-16074,2.0,4.0,Lento,Sí,1,20,-22.8,FB-9245
FB-9246,TRX-15620,3.0,3.0,Precio justo,No,1,50,68.3,FB-9246
FB-9247,TRX-15164,4.0,2.0,,,0,35,-54.4,FB-9247
FB-9248,TRX-13925,2.0,2.0,,No,1,21,-88.0,FB-9248
FB-9249,TRX-15918,4.0,5.0,,Maybe,0,61,-70.5,FB-9249
FB-9250,TRX-16528,3.0,1.0,,Sí,1,52,36.8,FB-9250
FB-9251,TRX-16200,4.0,4.0,No volvería,No,1,51,-52.5,FB-9251
FB-9252,TRX-10937,3.0,5.0,,Maybe,1,54,13.4,FB-9252
FB-9253,TRX-15833,1.0,4.0,Precio justo,Sí,0,33,-21.3,FB-9253
FB-9254,TRX-15410,2.0,2.0,Excelente,,1,77,73.6,FB-9254
FB-9255,TRX-11641,2.0,3.0,Dañado,Maybe,1,40,-2.5,FB-9255
FB-9256,TRX-10050,3.0,2.0,Dañado,Maybe,1,28,-72.1,FB-9256
FB-9257,TRX-17486,3.0,2.0,Excelente,Sí,1,51,66.6,FB-9257
FB-9258,TRX-16583,5.0,1.0,No volvería,,1,75,-83.5,FB-9258
FB-9259,TRX-12275,3.0,2.0,Lento,No,1,65,65.6,FB-9259
FB-9260,TRX-10420,3.0,4.0,Lento,Maybe,1,23,-91.7,FB-9260
FB-9261,TRX-19861,4.0,3.0,Precio justo,Sí,0,20,-99.3,FB-9261
FB-9262,TRX-12013,4.0,1.0,,Sí,0,75,51.1,FB-9262
FB-9263,TRX-18693,2.0,5.0,Dañado,Sí,0,40,12.0,FB-9263
FB-9264,TRX-14578,4.0,2.0,Excelente,No,0,74,-57.0,FB-9264
FB-9265,TRX-14072,4.0,1.0,,Sí,0,18,93.2,FB-9265
FB-9266,TRX-16036,2.0,1.0,No volvería,No,0,20,27.4,FB-9266
FB-9267,TRX-17404,1.0,1.0,Excelente,,0,40,-52.3,FB-9267
FB-9268,TRX-17785,5.0,4.0,Dañado,No,1,18,-16.8,FB-9268
FB-9269,TRX-18436,4.0,5.0,Excelente,Sí,1,22,82.6,FB-9269
FB-9270,TRX-16768,1.0,1.0,Excelente,Sí,1,45,-59.3,FB-9270
FB-9271,TRX-13079,5.0,4.0,Excelente,Maybe,0,61,85.4,FB-9271
FB-9272,TRX-10051,2.0,5.0,Precio justo,No,0,30,-56.6,FB-9272
FB-9273,TRX-15278,4.0,3.0,No volvería,Maybe,0,42,-95.3,FB-9273
FB-9274,TRX-10272,4.0,4.0,Lento,No,0,46,-46.3,FB-9274
FB-9275,TRX-15901,3.0,1.0,,Sí,1,18,-89.1,FB-9275
FB-9276,TRX-10749,4.0,2.0,,Maybe,1,83,-53.4,FB-9276
FB-9277,TRX-15333,4.0,4.0,No volvería,Maybe,0,51,-45.6,FB-9277
FB-9278,TRX-17279,1.0,3.0,Dañado,,0,76,-16.7,FB-9278
FB-9279,TRX-13826,1.0,5.0,,,1,82,-43.5,FB-9279
FB-9280,TRX-19941,4.0,3.0,Lento,Sí,1,39,42.3,FB-9280
FB-9281,TRX-17938,5.0,5.0,,Sí,1,70,94.2,FB-9281
FB-9282,TRX-16556,2.0,4.0,Precio justo,Maybe,1,48,-90.5,FB-9282
FB-9283,TRX-11333,1.0,5.0,Lento,,1,83,2.6,FB-9283
FB-9284,TRX-15707,5.0,1.0,Lento,Sí,1,20,-47.7,FB-9284
FB-9285,TRX-17010,4.0,4.0,Lento,Sí,0,63,-7.5,FB-9285
FB-9286,TRX-17800,3.0,2.0,Excelente,,1,61,40.9,FB-9286
FB-9287,TRX-11645,1.0,3.0,Dañado,,0,58,75.4,FB-9287
FB-9288,TRX-16305,1.0,3.0,,No,1,30,77.3,FB-9288
FB-9289,TRX-14814,3.0,4.0,Precio justo,Sí,1,27,-67.4,FB-9289
FB-9290,TRX-19947,4.0,2.0,,,0,79,12.5,FB-9290
FB-9291,TRX-13196,1.0,4.0,Dañado,No,1,23,-43.4,FB-9291
FB-9292,TRX-12345,4.0,1.0,Excelente,,0,67,-0.4,FB-9292
FB-9293,TRX-18520,5.0,1.0,Precio justo,No,0,56,84.0,FB-9293
FB-9294,TRX-19369,1.0,2.0,,Sí,0,60,-87.9,FB-9294
FB-9295,TRX-18267,4.0,4.0,,,1,59,18.8,FB-9295
FB-9296,TRX-10520,5.0,2.0,Excelente,,0,57,-28.1,FB-9296
FB-9297,TRX-12094,1.0,2.0,Precio justo,Sí,0,22,73.6,FB-9297
FB-9298,TRX-18158,2.0,1.0,Precio justo,Maybe,0,84,-56.3,FB-9298
FB-9299,TRX-11426,4.0,1.0,No volvería,No,1,78,-33.4,FB-9299
FB-9300,TRX-14937,5.0,2.0,Excelente,No,1,32,-95.9,FB-9300
FB-9301,TRX-18990,2.0,2.0,Dañado,,0,27,-14.0,FB-9301
FB-9302,TRX-17648,4.0,5.0,,Sí,0,18,26.6,FB-9302
FB-9303,TRX-12753,1.0,1.0,,Sí,1,80,-60.8,FB-9303
FB-9304,TRX-17311,4.0,2.0,,Maybe,0,33,27.1,FB-9304
FB-9305,TRX-11895,5.0,5.0,Excelente,Sí,0,45,48.9,FB-9305
FB-9306,TRX-17899,1.0,2.0,,Sí,0,54,-61.5,FB-9306
FB-9307,TRX-18858,1.0,5.0,Excelente,Maybe,1,71,51.1,FB-9307
FB-9308,TRX-13946,1.0,2.0,Excelente,No,0,28,86.6,FB-9308
FB-9309,TRX-13987,3.0,4.0,No volvería,Sí,1,54,-55.5,FB-9309
FB-9310,TRX-13467,5.0,1.0,No volvería,Sí,0,55,-73.0,FB-9310
FB-9311,TRX-12792,2.0,2.0,No volvería,No,1,51,-33.3,FB-9311
FB-9312,TRX-11465,1.0,3.0,No volvería,No,0,39,-61.9,FB-9312
FB-9313,TRX-11728,5.0,3.0,Excelente,Maybe,0,72,55.0,FB-9313
FB-9314,TRX-17125,3.0,5.0,,No,1,21,-73.4,FB-9314
FB-9315,TRX-10478,3.0,1.0,Dañado,Sí,0,61,-95.5,FB-9315
FB-9316,TRX-12625,1.0,5.0,Lento,No,0,22,-29.6,FB-9316
FB-9317,TRX-15349,5.0,1.0,Excelente,,0,73,56.9,FB-9317
FB-9318,TRX-16283,3.0,3.0,,Maybe,0,36,30.3,FB-9318
FB-9319,TRX-14593,1.0,3.0,Dañado,Sí,0,32,6.1,FB-9319
FB-9320,TRX-13610,4.0,5.0,Lento,Maybe,0,68,-8.4,FB-9320
FB-9321,TRX-14220,4.0,4.0,Lento,Maybe,1,42,29.9,FB-9321
FB-9322,TRX-17803,4.0,3.0,No volvería,Maybe,0,70,-1.6,FB-9322
FB-9323,TRX-12016,2.0,1.0,Lento,Maybe,1,84,55.0,FB-9323
FB-9324,TRX-12224,5.0,2.0,,Maybe,0,61,73.3,FB-9324
FB-9325,TRX-18757,4.0,2.0,,No,1,55,-65.3,FB-9325
FB-9326,TRX-18060,3.0,2.0,Dañado,Maybe,0,78,-53.6,FB-9326
FB-9327,TRX-11481,2.0,3.0,No volvería,Maybe,0,63,2.7,FB-9327
FB-9328,TRX-15452,4.0,4.0,Excelente,Maybe,0,77,73.2,FB-9328
FB-9329,TRX-13666,1.0,3.0,Excelente,,0,49,83.7,FB-9329
FB-9330,TRX-19436,3.0,1.0,No volvería,Sí,0,40,-74.8,FB-9330
FB-9331,TRX-19841,2.0,3.0,,Maybe,1,36,-39.4,FB-9331
FB-9332,TRX-11059,2.0,3.0,No volvería,,1,44,53.9,FB-9332
FB-9333,TRX-15623,3.0,3.0,Lento,Sí,0,51,86.7,FB-9333
FB-9334,TRX-16176,4.0,3.0,,No,1,83,-83.8,FB-9334
FB-9335,TRX-16252,1.0,1.0,Lento,Maybe,0,70,-6.1,FB-9335
FB-9336,TRX-19206,1.0,3.0,Dañado,Maybe,1,26,-0.9,FB-9336
FB-9337,TRX-17159,1.0,4.0,No volvería,,1,48,-98.3,FB-9337
FB-9338,TRX-13823,2.0,5.0,Excelente,Maybe,1,73,70.9,FB-9338
FB-9339,TRX-13662,4.0,1.0,Dañado,No,0,53,-78.5,FB-9339
FB-9340,TRX-14244,3.0,4.0,Excelente,Sí,0,42,67.5,FB-9340
FB-9341,TRX-11895,5.0,2.0,,,1,18,-95.8,FB-9341
FB-9342,TRX-14767,1.0,2.0,Excelente,,0,22,96.6,FB-9342
FB-9343,TRX-11436,3.0,1.0,Dañado,Maybe,1,68,5.0,FB-9343
FB-9344,TRX-11824,3.0,5.0,Excelente,No,0,50,-40.2,FB-9344
FB-9345,TRX-11460,1.0,3.0,No volvería,No,1,70,21.3,FB-9345
FB-9346,TRX-15574,5.0,1.0,,Maybe,1,78,-43.2,FB-9346
FB-9347,TRX-19702,2.0,3.0,,Sí,0,52,-78.5,FB-9347
FB-9348,TRX-13082,2.0,3.0,No volvería,Sí,1,52,-49.6,FB-9348
FB-9349,TRX-11902,4.0,2.0,Dañado,,1,44,68.2,FB-9349
FB-9350,TRX-19385,3.0,5.0,Excelente,No,0,28,-50.6,FB-9350
FB-9351,TRX-16025,2.0,3.0,Excelente,No,0,45,-17.8,FB-9351
FB-9352,TRX-12087,3.0,1.0,Lento,Sí,1,27,9.9,FB-9352
FB-9353,TRX-15134,2.0,2.0,Precio justo,Sí,1,52,74.0,FB-9353
FB-9354,TRX-16229,4.0,3.0,Dañado,,1,35,-97.8,FB-9354
FB-9355,TRX-19452,3.0,2.0,,,1,22,76.4,FB-9355
FB-9356,TRX-10027,3.0,2.0,Excelente,No,0,23,48.2,FB-9356
FB-9357,TRX-15092,5.0,1.0,Dañado,,1,47,-22.6,FB-9357
FB-9358,TRX-11013,1.0,1.0,Lento,,0,82,98.4,FB-9358
FB-9359,TRX-19667,1.0,4.0,Dañado,Sí,0,79,-88.2,FB-9359
FB-9360,TRX-18775,1.0,3.0,No volvería,Maybe,0,65,47.6,FB-9360
FB-9361,TRX-13110,4.0,2.0,Excelente,Sí,0,41,44.0,FB-9361
FB-9362,TRX-16359,2.0,4.0,Lento,Sí,1,60,89.4,FB-9362
FB-9363,TRX-16941,1.0,1.0,No volvería,Sí,1,35,64.9,FB-9363
FB-9364,TRX-15237,2.0,5.0,Precio justo,Maybe,1,50,15.1,FB-9364
FB-9365,TRX-15980,1.0,2.0,Precio justo,Maybe,0,26,-53.5,FB-9365
FB-9366,TRX-12069,5.0,5.0,Dañado,Maybe,0,69,2.0,FB-9366
FB-9367,TRX-18515,2.0,5.0,Excelente,No,0,28,-79.5,FB-9367
FB-9368,TRX-19856,4.0,2.0,Precio justo,Maybe,1,19,-2.3,FB-9368
FB-9369,TRX-19679,4.0,4.0,Lento,Sí,0,44,-61.2,FB-9369
FB-9370,TRX-13639,2.0,4.0,Excelente,Sí,1,35,86.9,FB-9370
FB-9371,TRX-11746,4.0,2.0,,No,0,51,-18.7,FB-9371
FB-9372,TRX-16476,3.0,3.0,Lento,,0,71,-70.1,FB-9372
